Cosmos Address, Token Allocation ,Cliff (months),Vesting (months)
cosmos1nt7ph999ul3dh9dswctzsuvgtkgmlnj9ugjk83,"7,143", -   ,8
cosmos19chdf0k9h2djpe2zs4scg96gakfph9smasg5wk,"7,143", -   ,8
cosmos1xnm5fwfazgw5fjkx75pmk4tat5xjrd6tvct0kk,"7,143", -   ,8
cosmos148cpdm2wag8l9s43ffz2hxjgcw4k4h2t663m0q,"7,143", -   ,8
cosmos17wepqr8kd0gygn3xgvsdrc3vell0j0pm6v7qxv,"7,143", -   ,8
cosmos1ejvfrtmwuaxlgkd5uselsn4uykcq6qxlya2kc8,"7,143", -   ,8
cosmos1ru5dg7n5k540yvr7j0vl2hj9jrn7s9qq67nzfn,"7,143", -   ,8
cosmos13ue30vggshfnv75exmk8gfjett3a00lcqpk92k,"7,143", -   ,8
cosmos103d3zy3njklflrqg3yar80jla0lsvhlzh2ur03,"7,143", -   ,8
cosmos1kjgun0u5rhfzeua48x6qnsg6jde8rnx5n5ny54,"7,143", -   ,8
cosmos187zj80jlstymvt68zyag2jr3z2eca3hcv0jd8y,"7,143", -   ,8
cosmos1t0f06ux8ducwyche9gkwd8zqshxy2texlsmrrr,"7,143", -   ,8
cosmos1y5azk5cncn323t26xusx4a3hqkd0hk0qhvaedd,"7,086", -   ,8
cosmos1qr2quu3m3sze436ugmgsjh00tut2vnfpfgktq6,"7,143", -   ,8
cosmos1pcj3fp5ke38e3f4fydd3l9jzfzxxcqf7atqhhv,"7,143", -   ,8
cosmos1zdgtyuv08eefnxm9carqkjltpvhhjjcpcusrrq,"7,143", -   ,8
cosmos1jzzq36f0eea04ppl0q8qnydxjcxax254xqd27c,"7,143", -   ,8
cosmos1u5ea867q5zf250edg82h2f4xee8czejwcmm0vj,"7,143", -   ,8
cosmos10ek73tfzx7vul2lduxlm8x305k46m9vn0e042p,"7,143", -   ,8
cosmos1q299g42yp9xl8dl3e4w7ptuns6gykdhpkwlawa,"7,143", -   ,8
cosmos1pukr4lnshl09rln7nj9tshajwy3cu98r2l7zq0,"7,143", -   ,8
cosmos1apzjk3a2hzgmqajajuc75tdwd3t9arlz2f5yug,"7,143", -   ,8
cosmos149jr6zwp2k8t4acrwm0h45cn5evlg48mfvm8j3,"7,143", -   ,8
cosmos1nh0m7rce83t3fkzryull8xrtzt8gtta2s6zqwa,"7,143", -   ,8
cosmos19aswmhyuql4hy546yezy7yfvuwq3ca3k3jeuyc,"7,143", -   ,8
cosmos1xlladpzpacnlve435tyfs3zxxjzck6g3s4vlyw,"7,143", -   ,8
cosmos1wezrg2jxsxg5grcuae9u4z0j399u0an4xr274t,"7,143", -   ,8
cosmos1rl6c6fmal8g9tluxaha2w2cfegvsfpda87hqvl,"7,143", -   ,8
cosmos1szg5j9czh9lk4y2anwv4cf08v4pdq9tvyw5n8v,"7,143", -   ,8
cosmos19cf356gaz7q2fgaxlm5mjhf6kf4z4cpek9mkyf,"7,143", -   ,8
cosmos1ledt8jcq7w0ktmlx0l8m7qnqe2a65wc0w2yqjf,"7,143", -   ,8
cosmos1qu5e80dp20pk4lal5whymdvp97m2mqxandutwd,"7,143", -   ,8
cosmos12cu0w6j7zynz7mwtfgxsyt6rfn29j3qjvw82hh,"7,143", -   ,8
cosmos1l50cttacedk762pt4c4swtdft6l43g29yldkcd,"7,143", -   ,8
cosmos1m98l6hgd2gxdcxmsycjdln6jyt5cju5fnnc0n7,"7,143", -   ,8
cosmos1m2vjr5y8je3fnyyggm9l0pj7neka4evu5dtjyu,"7,143", -   ,8
cosmos1aknq5uh65lrzqctnkduz2te6afxy39are7d6j5,"7,143", -   ,8
cosmos16xmlys8dyl00tv08ne4ayrgxxq9hxdzprj07gh,"7,143", -   ,8
cosmos1twpg8q0unq60zh4q4e763c0tec0z82pprcc6t3,"7,143", -   ,8
cosmos1wusmkz3x78l5r3547af5ttck408cwalda26un8,"7,143", -   ,8
cosmos17xx80acqe3k4rwdpq7eul2mfp7gfa8jy6hqtjw,"7,143", -   ,8
cosmos10affhclddvcrcaslmv3mpjsy9u6vmv4pp97cc4,"7,143", -   ,8
cosmos1ev2kygjtqc2ke5lvtxsuksxwmwe8q2ql9de49p,"7,143", -   ,8
cosmos10fwmm8spnpeeeuyh26qxnmg3qj20uh279r0c4s,"7,143", -   ,8
cosmos1ar9ne0uvg5yydqgwhfeahdmv4ycvz7n6zxkc8m,"7,143", -   ,8
cosmos1jm4y6znlsyre8qzq9qjy66v8jvrl5nz5cm7m6m,"7,012", -   ,8
cosmos1g0qurjz4hhaf7c7z9g6f3tnzulla2c92zryutl,"7,143", -   ,8
cosmos1n90dzzjwvt8l9jpyg8wg6qrmev4u09rjwzq2mc,"7,143", -   ,8
cosmos1lk78tyxsevnfq54ga8l66yejs8tju8qkf44va4,"7,143", -   ,8
cosmos19j38aekxsh9dfy5kag8jvpwn8xwym03224p7ra,"7,143", -   ,8
cosmos1w34u0aqxjn78eld226xe6l8ql89zxdn6a6808s,"7,143", -   ,8
cosmos15my96xfa94j3v6n7hrn3s9vz785wx5je0yvyrg,"7,143", -   ,8
cosmos1mmuywt4pnmc8mcwqemwc9p94fd03hd6dav0f2m,"7,143", -   ,8
cosmos1w7k8v0mwy79fjk2u86ccp94p6ks4nrfgfv0sv4,"7,143", -   ,8
cosmos1mvm6wqr483acccy6y0508nkklxh9l8cytvtekz,"7,143", -   ,8
cosmos157c2q9s6v9hae85fk84avtqcylzxjzvggfmecq,"7,143", -   ,8
cosmos1dsltayekkzwzvjmvqjlpgpedrvfp0vt0etyk7s,"7,143", -   ,8
cosmos1w7c34m2tqdzlc4j48eppaxhtaw2lrmlwwwg872,"7,143", -   ,8
cosmos1mjs607enmd0tqg7qrreqrudq2zunqxysrg5692,"7,143", -   ,8
cosmos142mg2y2s9ylurfcl6ds0kdp8cvzravqc8xxpng,"7,143", -   ,8
cosmos17c0fz2rfa37fsnk2nzfst3fqy2ssctna0w6f0c,"7,143", -   ,8
cosmos1w5hjjm86a7n7xt5d6846n5r274r2rv5nk8pd83,"7,143", -   ,8
cosmos145v7vczgzrammaz3957f8v300g3kegt5fvss98,"7,090", -   ,8
cosmos13tell0pmqudhvwjtu4c6vpgxsyuexy7d3s9rgr,"7,143", -   ,8
cosmos1agwcc2a6fz5mpxg2zfx48k67e6u3wh0rr5prw5,"7,143", -   ,8
cosmos1adf2hyjl0dq2jdku5pyqp7e5r5klurlnrt6z29,"7,143", -   ,8
cosmos1fsdvruckln4hxfczghykd3sx6fqwd5rxttu42g,"7,143", -   ,8
cosmos10vyc44cclevdyhudazegrhuc432xytf3et0uyw,"7,143", -   ,8
cosmos1awh4z3sl2u3vlv3cjszlunezapmarpjvs3s84x,"7,143", -   ,8
cosmos1muzw8enxa4f5d2esvjsztxy7skwxe755xdcwfg,"7,143", -   ,8
cosmos19v3y4enjm4rms2tqy8xkrdtpsx3zfydjtf4q9x,"7,143", -   ,8
cosmos1ts2c42xzfdv9tmplx5zwkupvwngxvvmzl972te,"7,143", -   ,8
cosmos1e4tys44l02lctjfcwuevzmlgr0fa4w6dzemgvz,"7,143", -   ,8
cosmos1zcsmqkc8uyhqhmzsyjv42hazjdl8nqp2dxs7vl,"7,143", -   ,8
cosmos1fryamhcpqqfjwcrgt50g775f5tw9c382uvz6vp,"5,714", -   ,8
cosmos13lx7nhn670npt7zkc39u240ufejrkd0dk86fas,"7,143", -   ,8
cosmos15wlk7j42l6nv4uvmxxcs0tgpjkeac9h4v3res7,"7,143", -   ,8
cosmos1x60z34xqc96r0dsw2lz4sq9s7alfmeqqr9ejkt,"7,143", -   ,8
cosmos1mll3mtakl4qs0dkmzmn7fg9v8j8gmredhwgvjf,"7,143", -   ,8
cosmos1jpk9z2qlv32laetmzr3c3llfk47za8qw56kth7,"7,143", -   ,8
cosmos15kn9rdllvdu6xnwjutufhv9fc30c93efrrtqta,"7,143", -   ,8
cosmos15tgm832fslhsysmd9dy0fky7d62gfm06pyt47w,"7,143", -   ,8
cosmos1kmnqqs9hcegrmmpwgmaue38x7kh62am85c9hpr,"7,143", -   ,8
cosmos17ezl5wxgyd04uhnm8svdvh7se49u0a6pa8j72g,"7,143", -   ,8
cosmos1wz6n3nrrnvc5qycmlg9s8l3r59lu3w8f3axazw,"7,143", -   ,8
cosmos1fenqhgvwdyfjuu0tc9k99xrxe0hta3su8r8s9j,"7,143", -   ,8
cosmos18j2fdre4camqk0crgwmaenpyg77ajxwsxmg5xl,"7,143", -   ,8
cosmos1ralv893rfh769asv8e0th8ga5p6y2j2ts5s7rz,"7,143", -   ,8
cosmos1kdp9udswzcyhdnuacrydpans4wx3wplv3dvjge,"7,143", -   ,8
cosmos1e0ka8c8x4hmcjmlhf9mg32kj0jls4c44r40qm5,"7,143", -   ,8
cosmos1c8uxevknsdctpvuyklqdj65epdzh44y0fqzhz9,"7,143", -   ,8
cosmos1pjpwr76cd5j58wcutu2kfzyd9fhp5x5lw4fytx,"7,143", -   ,8
cosmos1qpw03asnvfycpl9h4fze542kpf9kjsrhcqgsjx,"7,143", -   ,8
cosmos1nwjq6lzwa62wvwcwygmaj2gclq7lqhv4auh0c4,"7,143", -   ,8
cosmos1uanhgq8pmhazj8pqznjpzvu6tncqfw04c5j2p0,"7,143", -   ,8
cosmos14n3pve3a4njnes2rn4u6tekjkz7nen3hn6zaen,"7,143", -   ,8
cosmos1k3gtgq0ze3u0gjk73ntuzejcylhlkcudwj7raa,"7,143", -   ,8
cosmos1rvuy0ckkdklaevgxx9t6zemz2f6ggyfqgtf9ex,"7,143", -   ,8
cosmos15x3nx7jahahvahs949th2wjt6j4k3ee3dzadwf,"7,143", -   ,8
cosmos1clp2427g2m6yyuhvvwd6gzlhdhpdnajq73pu7e,"7,143", -   ,8
cosmos1q3e67lggwzeq5uxuutqjsz33thxmpj8uhzfqfg,"7,143", -   ,8
cosmos1clx4kh247t04sryhtf73p078grqvzx7zqr5xmq,"7,143", -   ,8
cosmos1vt9xgyyuvldmpzzjxdmja5lsrwz9dm3u8572kd,"7,143", -   ,8
cosmos1xxqg05kll5e8dpxeygzrf074et0kkpznm9ny36,"7,143", -   ,8
cosmos1x67gafvsxtmz2cumddpapg2xmjtss75rzntlwy,"7,143", -   ,8
cosmos1wgzdp7tsrpwmzl7npwz6ql5vs0y6m8wryetfkz,"7,139", -   ,8
cosmos1t9dcmgrvc4g968yz5u2kwcl75mx7qvyyk4hgpv,"7,140", -   ,8
cosmos17r9w73xy7j57u3xvysjz79kmzynhnltkamdnrx,"7,143", -   ,8
cosmos1ygw6et5k8kd7xwdmd725mzcwzamrpt7nvlhh2a,"7,143", -   ,8
cosmos1vx9rlqvkqjdrje3s2p7pd4yhxxnk4e3f09w4lj,"7,143", -   ,8
cosmos1qm3clg7p7h9h7eprjpcgmghz35msyces7j8weq,"7,143", -   ,8
cosmos1qzanwdfxq67f0pknsxt336ht2juw786lnug8u5,"7,143", -   ,8
cosmos12dy2h7ltr5extee7h056ddrysah65rfu78d9mu,"7,143", -   ,8
cosmos1xutpqcfc29e5e903j5emeeat83x3tp22dynx2p,"7,143", -   ,8
cosmos16m2vkt0nmng8tpzlupjd79zzde38n622zqf53u,"7,143", -   ,8
cosmos1dksq96famu2agpzu8kspghssr5cmvx2jy8zw4a,"7,000", -   ,8
cosmos1nhh7plerntuawmwape2480ttrlzrgkg3997vqa,"7,143", -   ,8
cosmos16lkp29wxxfyvt68pdum9l8pkpcvwl2nwhkhney,"7,143", -   ,8
cosmos16wepakwfafjrylx9ly0jut87myyrwlw5v36jc0,"7,143", -   ,8
cosmos1xj2np7s5gzvedvkeankdrp7fnytppr5869ykue,"7,143", -   ,8
cosmos14rugsunda5jjdjp9u07al040x7e6prem9kscdd,"7,143", -   ,8
cosmos1pwu9jslffk50l86tapfjtjep2ykk6wfj8k75mc,"7,143", -   ,8
cosmos1834a2qvk3htu27sgkmlta9s3rg6he4tllkn8hq,"7,143", -   ,8
cosmos1kpkl6gwv8e5uj0u6ddlk3yuwyt8wdwcrvqkxcz,"7,143", -   ,8
cosmos1qmrv4hjl2gpaxww89e8ae7cc6zgrffr5c69h8u,"7,143", -   ,8
cosmos1yxukv6s5fmnvfxnynk7udyaq6zzuyjcddml7g0,"7,143", -   ,8
cosmos1fqdrhnxl77hk2whctrndyjzz4x807vcgej4kas,"7,143", -   ,8
cosmos1pcty0fe6ygzvh9ysl4f0swttenggd38pa5pd6x,"7,143", -   ,8
cosmos1a8ekm7kzm69w7llsd6wajw6ed7asje8z8208nh,"7,143", -   ,8
cosmos1nq89h0dqdfwlruzqsnka7576dldzecsduh904f,"7,143", -   ,8
cosmos1mp45qvs39dwm5af4hvg9y5pxyscsj4es7xx2wa,"7,143", -   ,8
cosmos1ps23na5n59jrc35fqetsna89s5qqspc35rwgrh,"7,143", -   ,8
cosmos14wfx45wh4882tx8can7ut5f9p8qupl7g5rvnyj,"7,143", -   ,8
cosmos15a5un8xam26jhuvaxngh5auqs3yg3z2emuthpr,"7,119", -   ,8
cosmos1nmc6tfz4wncj2r602ue344h3s8cyuv39fgv6dz,"7,143", -   ,8
cosmos17k2mu32c7f0630k48trk4jlgsdtrrsuv83c4ee,"7,143", -   ,8
cosmos1hxkdzlw3ucw56j3hafjj59cd9n03ge32txdg3j,"7,143", -   ,8
cosmos1lrhdz9un8rzp42wwcc4m9luuu4pmx4hnsk2l39,"7,143", -   ,8
cosmos1lp27qahxhjx0eujpskq8e75gr2csas0t40pa5z,"7,143", -   ,8
cosmos1maueggg85lqwnafd8egl6lw5gemntj9utpjs2u,"7,143", -   ,8
cosmos1f3znmaxtgyp2pxcww8vr97ltmz9cfss7hsthp9,"7,143", -   ,8
cosmos1v9xk35wgzm2vw8yvpdlyt0ng8racpz7c2xlvhy,"7,143", -   ,8
cosmos1p6xsq2j3ja7ky6asjlh4grdr7e40alnwxgj2e2,"7,143", -   ,8
cosmos180rf46az7czehy52ge232vvh3kypqf3qnkffny,"7,143", -   ,8
cosmos19023kakhtkk7xjep2fa9cmdmdnr7l2fd746vsj,"7,143", -   ,8
cosmos1t2vyvleuu0wy2w5wx8llwa6h9mmuc7kwvr0w08,"7,143", -   ,8
cosmos1euzkp637dn5wdhzv0sd56r0fg4awppwlvwtzwd,"7,143", -   ,8
cosmos1v7fm3wcc4dta79vk8g0ykffuudqy526werxxrr,"7,143", -   ,8
cosmos1uf29eldhyfhjwu703tax4wz8yaxq5u04xl47cg,"7,143", -   ,8
cosmos1v68hxt3xcl7s2tgfgqd5ehvcstyww5wymg9yes,"7,143", -   ,8
cosmos1m89hxwk7r9xq6y2hawcwly9srulwrtshe82q9w,"7,143", -   ,8
cosmos17q7w7ev83e98sppydnkjdua63a9cycsyfwyajh,"7,143", -   ,8
cosmos1rpygsyyg3fp25yk5h2c0fhurrk7c4yg7wsp0ky,"7,143", -   ,8
cosmos13jrtddhetw5hy24yehjc89h3e8zndjpxxeflqn,"7,143", -   ,8
cosmos174nj2mhhwp6dr0dvhqkt3xhgd2r26axfqy5qq4,"7,143", -   ,8
cosmos1gkx252kjq4lr8jhtqlv0srtmfg87y0ljysgm08,"7,069", -   ,8
cosmos1rcz8ewtgvur8sykspkt4wmj3rhrhmda8t0gxva,"7,143", -   ,8
cosmos1rs7wph7tdfrs9kjqkgdvhl9uwfgxnz3tv65g98,"7,143", -   ,8
cosmos1g4tf6h4kfhx4g30j95v9cuss6whkjw2nhnjjcs,"7,143", -   ,8
cosmos1lg23qkdlm2wl2s9csa4u4a5g4fyrdf3urt2rjl,"7,143", -   ,8
cosmos18uwg0jkdvyyl5r0zsflkvmctd6rpa5fcwv2g6u,"7,143", -   ,8
cosmos1jjxkmghru4f9ln4lpzzdcsmz58fqctfqv4ugks,"7,143", -   ,8
cosmos12sk0wca7caf0nkrdhraytrjcaza3pjkvsk8fy2,"7,143", -   ,8
cosmos1t8a0487u7wh0v9hycadrw6kv2pn7zhcmznxvm2,"7,143", -   ,8
cosmos1u79j0gyannfk7xapkapgx280mqtdytntfqe9yr,"7,143", -   ,8
cosmos15dwx7vwndd97zsatrvf0v65vk5spw3f68agpxr,"7,143", -   ,8
cosmos1aljjgwpsxnazvj6cuywsf2y0drjrfm4gytem79,"7,143", -   ,8
cosmos1legmwf0x8ukd0dxzt872lq62stajylplp5cju6,"7,143", -   ,8
cosmos18g80t6pl22u2wdvu0vq3qz09577t5hqgahqemn,"7,143", -   ,8
cosmos1rlhvmj8mlmru0hlqkt7r6p7dugx6nsh5d50mr3,"7,143", -   ,8
cosmos19l9gr3rw2e4fsfr6wdsgutexdykna428ms6js7,"7,143", -   ,8
cosmos1erfpl7z86rzfg98n9dd6vkq2rnpvlqvvln9h3s,"7,143", -   ,8
cosmos1s9q3mfea22wh3qw0rxsk6lt43j39d7ue498zq8,"7,143", -   ,8
cosmos1kmuwy7d77vea7du36fxkck0kyy8egqqtq7jcy8,"7,143", -   ,8
cosmos1h0cftstnem335ruceucx93c7fhfvy6s2za06y9,"7,143", -   ,8
cosmos10mx9ejgz7lmyac5u2d69tjyrkyty4c0krvjc6q,"7,143", -   ,8
cosmos14kl8dp3zs9rkx02nh2d6u774t5uazc58hrz4pk,"7,143", -   ,8
cosmos179hpyqup2tzyctp30zzmvjxhp70c0cdpflpgpf,"7,143", -   ,8
cosmos1yp4lfx4pyp6ry0t90qea4e4d93jc8dfc0gwn8p,"7,143", -   ,8
cosmos16t9xeer8zk4nlntasxp8f3vwcxfkygqrnsjwtk,"7,143", -   ,8
cosmos1lqr9j2ann8egf3vey6z2jz3rrhw9ac24cxtgnr,"7,143", -   ,8
cosmos16lcq99lefuynpwwy40pkgqe8xhtuzfkld4zpam,"7,143", -   ,8
cosmos1shrf7mhh5zft0cw2xcsjwqayg4vaje3rxz6khd,"7,143", -   ,8
cosmos1qsny9wrp90vsru2mex793zkfek6mfu442xtsf7,"7,143", -   ,8
cosmos1ca66nueucueldr6rse53jtxl7zymnu867gjrsz,"7,143", -   ,8
cosmos1kd3j2czz6l0rsfnqvhex0yjmamdpu3xquj3f4v,"7,143", -   ,8
cosmos1vhtgyf3vpqejkte250g2synf6fxxjcdtel8acp,"7,143", -   ,8
cosmos1crmv8k0zcmk5fw4rcwrnpkpww732xmhytz2p7e,"7,143", -   ,8
cosmos1q7p2qcclwhhnqe5xaycnxs2wz8uh9fwmjun07r,"7,143", -   ,8
cosmos1gvz4vvsvefmkzvxzdpr2j9njygqlj5yq5vnc2x,"7,143", -   ,8
cosmos1wpq66l5t8s8hm8l8umdm59jcv4rsalu37lxhxy,"7,143", -   ,8
cosmos1798wmc233g5umukjcjc2rsq3vpwrqm860cdv8f,"7,143", -   ,8
cosmos14pluyp8c34dargwsaustmf66qvvkrkcrnjrpc2,"7,143", -   ,8
cosmos1s3j0xt4arxl9kp20wqhs03u0qjw22w6gwyhnmc,"7,143", -   ,8
cosmos1f36nmgkfarryrkfhxr800086ef9amxpw2wvksy,"7,143", -   ,8
cosmos1fqakgkhg20rzmpesc6m2h4ayrkqw97ud9v4ajr,"7,143", -   ,8
cosmos15uzkv635vkz253hx2j3ds37pj8cq2xkc0xxdmj,"7,143", -   ,8
cosmos1wz9cnhqljj3m0ld2azwcfd2506y7p3ewfyxvc2,"7,143", -   ,8
cosmos1yuxt9qcpjtwcejeqp5lmrealgkecxg4887yuj3,"7,143", -   ,8
cosmos1gmx4p4dsgphxpduh9jpxf55v7erxpe3e7wmkmx,"7,143", -   ,8
cosmos1pve7vrn7hx79x9k06rwwms0eyl6vn5s7aq7s5y,"7,143", -   ,8
cosmos1ecedcsjfewv9jlvxzeqwgvjfxch98sclkyrrpu,"7,143", -   ,8
cosmos13j3l229me8fzqc9ve4uvemh596p7k4ep5pzuxt,"7,143", -   ,8
cosmos1xx5mca4y2heddpdg7vhs3rpyzk665nc22nj330,"7,143", -   ,8
cosmos1kj7vr4gde6m92fccy2tx4ejaas66gxpkuq7adf,"7,143", -   ,8
cosmos10lz6n8898gjgkfh6vcg7pznacquwukwrtpeae7,"7,143", -   ,8
cosmos12t3tw7u34fvsdupq89w5ernn9gcv3jjghnz029,"7,143", -   ,8
cosmos14d7aya7pc3caldzczmrjjtvc7a26vgnyrz2ndv,"7,143", -   ,8
cosmos17d7wajdmpnmqd94djxa7yq0x0h68776e8vtm5s,"7,143", -   ,8
cosmos1jup66wr026cwfgs9c79h4s7lkz8fylxczkm6yt,"7,090", -   ,8
cosmos1k97rj9r6jhatkl5zdgmjpxsscjk36e7nulc4rh,"7,143", -   ,8
cosmos1vlsk7xf9ddl8hk6fel673vjnha754ezw4au4y4,"7,143", -   ,8
cosmos1xmzqcs0mv65ek7hlsunrhh8xa24sdnammuuadn,"7,143", -   ,8
cosmos1mtfqfl689ss8s2lshhl5svck8ndxgag25ay46x,"7,143", -   ,8
cosmos1tuqmcgagtyvlg4wxlk2fq2xknxnke4hv2vqal5,"7,143", -   ,8
cosmos17dthxmethnywxvfg2dcdn5eqcky642gngpt7kt,"7,143", -   ,8
cosmos1f557kqlyvu6ha3a9ghan5666wpajzcdsnhpp5c,"7,143", -   ,8
cosmos1rul9a025edkx4u85jn5uxlmj6hu2k9gkc7y6ny,"7,143", -   ,8
cosmos1wlr6m35y8sg8ce7hr546vh66a79j253ejgpwrr,"7,143", -   ,8
cosmos1ylsfqzzahfqzc244ftkyfgmrzvvpll8qclhm90,"7,143", -   ,8
cosmos1x7eex55kenwpfjpk80u7whawvepa9574qgys4p,"7,143", -   ,8
cosmos1ymhzw36pfyvp00ax4rkgfl4gm4qlvwuv2e5jl0,"7,143", -   ,8
cosmos1q44xrhl0m6x75nznh0lx9tws0akrtmkzfkpe9j,"7,143", -   ,8
cosmos1qp34f0qe6cvf57walf8vgcw45u43t5e6trqe80,"7,143", -   ,8
cosmos1rlw2jn86z5j2f8s2s26h7qpn8sfhd2722rpzfa,"7,143", -   ,8
cosmos19jd343jgvk86w80h3rgwz55yy8yegym6gyrplp,"7,143", -   ,8
cosmos1lec489x6ds7cylxa8m9jkwfqtr99epsyqgdxc5,"7,143", -   ,8
cosmos16elcfta67cs84cp7k2ne3ja6n2uhasp09ppey5,"7,143", -   ,8
cosmos1ell2v3ws0rj2a3mrcg859df7zyzvwenkkckcr2,"7,143", -   ,8
cosmos1dayjl85w42ape0vf7xd6amyrlkquh7zdxst2v3,"7,143", -   ,8
cosmos15nvc2dd4na3q78asgfluevpvssvhh0rz234u75,"7,143", -   ,8
cosmos1xgp7cckmfj5xzcaafkhlg3akddjx3jkyyam6df,"7,143", -   ,8
cosmos1n953safz6e78rs547l07d5z4edhqqpzkautffm,"7,143", -   ,8
cosmos10d70hr50yylv70p0a7qw6tseku2663vzn5zf7m,"7,143", -   ,8
cosmos1h752et5yuep2ya6mwhl0m5ufvk40qet426pn69,"7,143", -   ,8
cosmos1a6uupqhlwtj02u2t3hvp6a0tg8hmklqc5wkgdh,"7,143", -   ,8
cosmos16zddcp6rpvprplhrkzq4llhjkdey56ka7p2s8k,"7,143", -   ,8
cosmos13tymak5hx2t99kduchcjtp9xv8ql89upul3hq5,"7,143", -   ,8
cosmos1zqm5l29355ygtp7hql6hsydkx0pr3pjugzpnwk,"7,143", -   ,8
cosmos1tnu8hsjeaydg9twg39cu452nvn5dxgasl5k4ah,"7,143", -   ,8
cosmos17lt959yq49crjae6vsszgl75kqshuqgrpuxzwh,"7,143", -   ,8
cosmos1zu7sskghtcfn6sth9wa4gzwjtg587apn88euhe,"7,143", -   ,8
cosmos1qds2hxym2tdd7nz55yugl5l00keucw3k5qwwjf,"7,143", -   ,8
cosmos1mtfnutsm2j4lvsx233upv5hkz3698h3ck94glp,"7,143", -   ,8
cosmos1qz34cftve35dn8aata5krpf5ssuw5065kt0d0d,"7,143", -   ,8
cosmos1ctetsh50jcaej9a2xt4vl8kxx4kwmkuqk2ryk8,"7,143", -   ,8
cosmos1c82e676sztup57l3qvu9kkwnzhdejvqu4nmxe3,"7,143", -   ,8
cosmos1c5pnqfg0shl22xru2crlpc334mfsyhauys8mjr,"7,143", -   ,8
cosmos1qsjqq323p6mkyzgyvwpyzp5gwxwst480hqjy0d,"7,143", -   ,8
cosmos159zp8x3sxduaskl2tdgx4784l0zye795sqexc2,"7,143", -   ,8
cosmos1q7tjkm4uwxq5c4flwv05w6a2kudelut2saaaja,"7,143", -   ,8
cosmos1ynlcaqekf2nfu7ddv7gv2kzwft2glhu84upr3e,"7,143", -   ,8
cosmos15xpun3zxk4ggnlhetdpvpp4da6d2f78s8angnc,"7,143", -   ,8
cosmos1pvqs3udtzjl4w773qsefetep0f4qj2amyum83a,"7,143", -   ,8
cosmos1xu6y00wwpqwmuww879c6ks6hs9pun0nlcsdkxs,"7,143", -   ,8
cosmos10j5l2wkd44js8yx6hx2pen8m9txv55q6x3c86l,"7,143", -   ,8
cosmos137h5m8c6m5leqahuh6ej6ekr8gzzwjjc0hwxsw,"7,143", -   ,8
cosmos1af0gv8v4whkqwt3zy7273x86wudnpsccvxkkly,"7,143", -   ,8
cosmos1yw3keursy6a7jfp4rldgqvzntfd3gxjrl8w94m,"7,143", -   ,8
cosmos1v4tpaj8v3rmf0easn50wmyttl95434ca55g609,"7,143", -   ,8
cosmos185uwsf0lcjsu2r7w05wlrrnx9e7jv4gssrqtej,"7,143", -   ,8
cosmos1jslevejjqsk3vsq48gc7sv78efve9zhdpdetgc,"7,143", -   ,8
cosmos19uhlqu0cdmn29x4zayh4nlxuj8g6wy9jn56l6j,"7,143", -   ,8
cosmos1kkpgxkmz5qn5wky3r4da5r8v0w43a67sesknjw,"7,143", -   ,8
cosmos1ux7s278a2mqdxfx3lsjn4fsyyl9eq2xjup7sq5,"7,143", -   ,8
cosmos1ptcmux5gdsj9ysfdh9waukpesrczw46x63yge8,"7,143", -   ,8
cosmos1t05zhr4weu5z6a7cvwaxhflqxzdmekywp5wden,"7,143", -   ,8
cosmos1xfxyjvj6tgq87g9s0hcu65z0z4efr3kgvrv5ms,"7,143", -   ,8
cosmos1624tjqu9jm769ev6m3c4uqckmsnfzph78fghqc,"7,143", -   ,8
cosmos1eheclexdahxv3se509mjcjqec6ay7yvjwpavle,"7,143", -   ,8
cosmos106u2zse38skqyyvpdw3ffuu2q7gghrfw44qj6l,"7,143", -   ,8
cosmos1tngghxsp6smc2pgphsaer59vkln7dewhws3r9f,"7,143", -   ,8
cosmos1f44aalcpany4thrdm4nvmdaxqnfjkc369hq7ye,"7,143", -   ,8
cosmos1qn55w5uajn62u0qny7uyn8wcmetddzu8c95kh4,"7,143", -   ,8
cosmos15rwffdxx8v8dac6ang8mr6v5qsjljfc3zmxg66,"7,143", -   ,8
cosmos1547ehg8wfa7rx4s8pf7d8qz63wew5puf69dlys,"7,143", -   ,8
cosmos1tv3m8s4m6h4ppxhhrrpl7389j7mnltc700rr6t,"7,143", -   ,8
cosmos1vzj4c9sm5tqra7x8pzlrrwtwkh92m0papppmu2,"7,143", -   ,8
cosmos1zk49f7ll0ru9c0pdh7regd8q5042m53qsgqxf3,"7,143", -   ,8
cosmos1dzuzhmxtuf3wrz2jw7dmww2qeffl9tfqwq75qh,"7,143", -   ,8
cosmos1yshll7mxategq0qwzs4gaqt4d8m8ly0r2glzy8,"7,143", -   ,8
cosmos1m9pe6tl0q3mxhegxzgyw8u592staqddnk77fh3,"7,143", -   ,8
cosmos1prp4cytgc4zv6c99clkm6f5tltthrqwe78j4gw,"7,143", -   ,8
cosmos1q4859qxtaxhdwwjxu2tnxcvhhu70ruryc704ag,"7,143", -   ,8
cosmos1lhruyyag3yuvry239lecu0hw29dvrq7vdth4fk,"7,143", -   ,8
cosmos197n5w8xuwreavncz8wnpra7ax46w0t6yq5r7v7,"7,143", -   ,8
cosmos1y7cuy7fx792pa8jwnhnwsp8rde94ylmvek48ss,"7,143", -   ,8
