Cosmos Address, Token Allocation ,Cliff (months),Vesting (months)
cosmos1vgghahuvxm3vcdszlklzd297astpkfut8sdu2h,"8,333",0,10
cosmos19js54ytfu2v78fewv0jnwhrhgvcuk6pga70dvy,"8,333",0,10
cosmos18fpq53awzjkft3z3d8ed7lemjwnf8ypanj56sc,"8,333",0,10
cosmos1tpc6qjgtvfsjpkcm9upuwswd20r5uswh0tlxa8,"8,333",0,10
cosmos1lg0gh3xyyunqduzvmcgcgxszwweq29jukuf4na,"8,284",0,10
cosmos1umrvqga8mftkjqk4e6hdntma3e60k5lg6rfqwd,"8,333",0,10
cosmos16v897g6x5dns3ctavncyr7s3lex8h99rqlf8ex,"8,333",0,10
cosmos1yd972trhrqdv3q82pzx2r7f6qgjuyumd26tpcg,"8,333",0,10
cosmos108av09js6zx5n2nv9yalww2f45yac4h0jtrq37,"8,333",0,10
cosmos1rdyncd3u6n2s80xc53rr5jkngs2y78c5rzfeye,"8,333",0,10
cosmos13ve2pe3zxuatkyeg7822s7j8dl8kl9am6vr69v,"8,333",0,10
cosmos1f2npqd5s2svg47v2me3tgdp7nl48uyvudtc3n7,"8,312",0,10
cosmos12mysc6dk6numhet0ufwety8dw4vuxe0atfhmhj,"8,333",0,10
cosmos1gl2657rndqwswazlm2f9vx9pg9l6euyukfkuvl,"8,236",0,10
cosmos1x8g909lesqdafveskpp9s9lwpk7gh0wp3x82g8,"8,333",0,10
cosmos139x42t3jd3rctazaw5rz383xxp9uk5mae8tvac,"8,333",0,10
cosmos168dx0nxw5cajvvpkxztj33xes0z0jhmdtzqsf0,"8,333",0,10
cosmos1qwyxt7u9ap8k9zvnejag5z4klhwtdpkmlvpd8a,"8,333",0,10
cosmos1vtj7w4qu8xtcmpjt7znvmagtydn5sm2eluyn26,"8,333",0,10
cosmos1v2cvecxrusj8qkkwsvwa7qlzsg76gwfj4z3udn,"8,333",0,10
cosmos1j5yuc0whktunjn5fwt5qlxwemsdjahdxkfxk8d,"8,333",0,10
cosmos1f2f9xzslfsv3w6e00lzswtnp3jzlwvq2kywl0h,"8,333",0,10
cosmos1snks3kspngsckx9v0784u8nv23vy35kh2f2fhw,"5,000",0,10
cosmos1cnn6p3xxtklaw9xhjgx47j4ppcd5tw5nke69rs,"8,333",0,10
cosmos1sm2pgd5qr29a9h4fw5g8dxgyq9hvj3t8jwfg53,"8,333",0,10
cosmos1vr3ymf6lxr7x3h55ae6tuddp7kvt3lqwr3yp0x,"8,333",0,10
cosmos1x40u4upuvqw8cr9y999s42fvazne3567uv68d8,"8,333",0,10
cosmos1a244apsf05rn8ju04u5yaaefgl7h9yg7e5a4gt,"8,333",0,10
cosmos1m5ul4e9ax49h9f05eslrsmaksk069267cfgjj3,"1,667",0,10
cosmos1h2j6d5whdm74kr7qg98wkehpcj95hclclqk6u5,"8,333",0,10
cosmos12f77pqz6q9gl4ta4gsg88vwr5mz3ff70zpqx53,"8,333",0,10
cosmos1ynle4l2h0xfzs3vx30sxnvy9xxmpy5cg9y267u,"8,333",0,10
cosmos1thm76tw9de0ud3u2r04kakxjjvqjynx35xmadk,"8,333",0,10
cosmos1u0wttjhprj2d3jlj02mtnz3g4ksw68p9krrjct,"8,333",0,10
cosmos13nvwtys3tlfcxy8j6uf67r6mlgyhnkyzlkeuax,"8,333",0,10
cosmos1976sg8pyy8zmyfhs8v077783u83dm7hrra8j2d,"8,333",0,10
cosmos13xgc6sl3pknt4krxdh7xa0gtq3ky9j3d2jtcja,"8,333",0,10
cosmos17wk9pp70xhymz0wmjww3z55vntf7zu6v3l3tqg,"8,333",0,10
cosmos1qlwnxvfzvsqcp2hunkth4fhlg53klx7df0yltw,"8,333",0,10
cosmos1upgntgmyqqfsdqvdcahxva5tqt4d50jj3jlhmw,"8,333",0,10
cosmos1zcfap3xhu7srcm8qv7hzxw6aehhq46vq87gvaw,"8,333",0,10
cosmos1z85892zeg8f3ladzu2fs80vkq4wdcv7l2yzcxn,"8,333",0,10
cosmos18m8ejk3sthacenz9yv3f3vrgqyyfv2cl5u7twx,"8,333",0,10
cosmos1zaxvhlfaeshrzqnq2rd5d47s62zjsmfsy94kyj,"8,333",0,10
cosmos1fvpgaxx0ppl3lnz0ewj7pnpmmqrn3mt3ytnfgr,"8,333",0,10
cosmos18l9m0h9fdevmd4vxnx57p8qt5z3jcpckjwjvah,"8,333",0,10
cosmos1nav5fdsh35kwsv9s7unnzdz7wzujqmlclmqfuv,"8,333",0,10
cosmos1rdawr578ftkhhffr9y7y225sz92k4ad8tz7rd0,"8,333",0,10
cosmos10egumtk97z6d0pgdgeq5sewyr54cxaleflvdxf,"8,333",0,10
cosmos1e6e760vkp6erx73h3vsvnuyyfplxkeksspq84c,"8,333",0,10
cosmos1807c30czexan8tr38fdl9mwqsevp0jjwvl85dd,"8,333",0,10
cosmos15x63eawyyy4p2lwqzq8ffh0vk444lxkgrh85st,"8,333",0,10
cosmos187s2ffjdf466vn9khwmcc2f9yuug4l7vxq8l8f,"8,333",0,10
cosmos1t9vyxcsmakcu6y2lndcz57qaamd8p3xepn8tys,"8,333",0,10
cosmos13ffqrk4geq3a9cglpmpsu5p8h3pjuaahyrphng,"8,333",0,10
cosmos14g4fcnnymfrv3m89quchp4swprpqt6mjtnpqpx,"8,333",0,10
cosmos1yp3t7vh0dzz6em7e2uxvyvrwyea863gkxvzuf2,"8,333",0,10
cosmos1k222g2ykjezkcg4xhuum3z7kj00q2rqk8pf7ad,"8,333",0,10
cosmos1623kzqa6n6smcjzr3x9wt8zx7jta4g4p99d76d,"8,333",0,10
cosmos1kqla5jt0tvlkslfx0ks3ytd2x78dd3krrm7zzj,"8,333",0,10
cosmos1fz66eud0209ezkn3dyug86vy2pc6j82derns4j,"8,333",0,10
cosmos1nqp0hnavcugxe8hz0ysjjq69uckwtf6jqscypk,"8,333",0,10
cosmos1vjav07va3a6yagxcvdc0ttrwrvf0v5xzyxl2w6,"8,333",0,10
cosmos1la34rwp2qtqkpnhhg77sl5dhgpqfagfl8ungqy,"8,333",0,10
cosmos1cznvxk3r94u9djxpac44lwf2us96r4mc66nysc,"8,333",0,10
cosmos1xqu6rj4cmlm7r4sfvmn0v7n5tmq8hxkl8mjw3t,"8,333",0,10
cosmos1kxfadmyepaxt0akkrvnt6r8y96hlwncl8w68xk,"4,167",0,10
cosmos1c2n2yu5ldlqkps640n08f496c6stdl0pu05ew3,"8,333",0,10
cosmos1y7ldquchz3cvdp9jltgwnjrfp3uxyfptu96zur,"8,333",0,10
cosmos1mpgdc44z7atmw7u9x467mtt0wcfdx0yu5cpfjq,"8,333",0,10
cosmos18g9hzmsk8mw65r0gu43v5nh2qmwd8kp35ywkek,"8,333",0,10
cosmos1dy2kjhdpwm8ug7xnahyszn4xyxtwtxu3lqcgpg,"8,333",0,10
cosmos1gz62dgpxjzwktmt6dch6xlkw5ptf0ngwnhfjvg,"8,333",0,10
cosmos1ygc46xwp7hekw6yanpkfdwzkhymadmx7zq980l,"8,333",0,10
cosmos1e3czsx2tlnq9y2yn9vxdgckgrjp0gk73zey3ss,"8,333",0,10
cosmos1vc0m90qdntzdc99qtx0weuajdrrtzk96m6q6dv,"8,333",0,10
cosmos1xe3rykr7lvhskmjxt79uukl7y4t3qxemc25f9c,"8,333",0,10
cosmos1apj54lnr25ykmz3p4zajvmuahwshseg98qz2ag,"8,333",0,10
cosmos1hxym5kknmm9h7x8vxvljulexe34ml2stwlze33,"8,333",0,10
cosmos1u4ywf3rxp3xx5vv8ew0sjlxmss2a4xn0n44848,"8,333",0,10
cosmos1mdru0mj8fhfzg25ztv9txqdg7ntmdtqyd8w2lv,"8,333",0,10
cosmos1zhu6rtdgndf0at007y49haqn849lfjetyl03hw,"8,333",0,10
cosmos1v529dnecze30edl6r80sdthsrn52lzctwpugpd,"8,333",0,10
cosmos1lcahde3mhk7klekt9ncdf756q5gfzgfte8jq9y,"8,333",0,10
cosmos1uce5geufr553ngurx64dnwnj37pfp5tx0xe6k8,"8,333",0,10
cosmos1jd2gc48srg07q70v7efqff4le57k9e407duaaz,"3,833",0,10
cosmos18jr9g6dztmughshr3wm0tpwrv8lclk8uvn2jgh,"3,667",0,10
cosmos12n8xezg5cs5f8g4au9jhhfsdhaz4hdg535sjuj,"8,333",0,10
cosmos108cmm55jruts8vglrmntx4htvz9yflqz2656f7,"8,333",0,10
cosmos1n4jpkqplgdaz05ezp3ktxleqrqmsd8cc5457xz,"8,333",0,10
cosmos1wt2xkxfwwu8jku96np88wx2jndx6hc7svytf3p,"8,333",0,10
cosmos1y7v3fkc9rushsrn6a4wqyl805u58qtt3727v94,"8,333",0,10
cosmos1w8p5g55l4t2zxp8d8eejvt44ed9p0a0937cw98,"8,333",0,10
cosmos14puc3epcr4j5maje7yvrxj6je3xlgpxkp05p0q,"8,333",0,10
cosmos1qn380j7xrq4ptkduxlmtdzcml85kx3spvgrcd5,"8,327",0,10
cosmos145mfyutz2vg4ullvh8yxrgkg3c3wewz524767v,"8,333",0,10
cosmos1xffd7jjcq7wu37q6lvw8aflh0wh8x0plfctdqz,"8,333",0,10
cosmos1yx5v0d4c5r2swq6kfl57z4t5prmfjenznt7w5u,"8,333",0,10
cosmos1degsmjtlehfj80laglg97rh5x9h6rxnx7rldxe,"5,000",0,10
cosmos1l5ayaaasrwjl96wh5332vm0ak5cg2shravlxxd,"8,333",0,10
cosmos1ymxcmd4x8twelzkuy8hswvha36yl95qeejnl3t,"8,333",0,10
cosmos1mukq28vw0selvz70ey3fmwvujklkt5e57s8qje,"8,333",0,10
cosmos1lnrjqqj9z2jprmxcxgwg29p6x4wc64vgkgzpvj,"8,333",0,10
cosmos1u9h4zmadtvxpdnwepq5h4qnay9rug0l2jc4qnl,"8,333",0,10
cosmos1ecfkdga4e32apmw69zj5mraly5cr6wm8glpms9,"8,333",0,10
cosmos10n7yssmetupsm09d8fut802y55qdjc2c75zy7w,"8,333",0,10
cosmos1pr54yqzmm2lf0h2p85af4kchugmeuwyjn5axx2,"8,328",0,10
cosmos1rzsd55q4atu8mv9sth7kfrwyy3gfshffalaqp0,"8,333",0,10
cosmos123n77cekwcd6w6t7fkjq65zm4lw9qtns7y5lwm,"8,333",0,10
cosmos1p04293v9n4j2j6nr4zzmxcsz0x62j3nd0qc5gw,"8,333",0,10
cosmos1cng8eds8puuyfvs6z66dkwv7lqp0dvp55rercz,"8,333",0,10
cosmos1qjna9n52m6re22kgkrkp7xvjj6stzfwpunvkqn,"8,333",0,10
cosmos16m4z8dsysc9yuvp2xc3f9dvskwc8k39qludt62,"8,333",0,10
cosmos14qr9lze5g4vgge6fgk6kykhguwze58jtl5sm5e,"8,333",0,10
cosmos1nuv5kx5cncsv3eskf4gz97hdu56uqtnvrqp27w,"8,333",0,10
cosmos1avq4vj9ndnnw873s7dr3as9wxnt3qckd8f88xf,"8,333",0,10
cosmos16w7mmh0gusxzdwxgv5rsq4c97l36yjrht03nte,"8,333",0,10
cosmos1fk0x64q3amyps3c5y69te8q5fk8zetwsetk7ur,"8,333",0,10
cosmos16rr7mw53dnjp8hqqtr9wurwkt6vvd36atqsp6t,"8,333",0,10
cosmos1pn3apqnzpmtrccj6g644p5zle3y8gm0m0u90f3,"8,333",0,10
cosmos1fcdtjhdheyghy9y3qmdp2gsa2dxk5rwv2elypt,"8,333",0,10
cosmos13n0nuagcakeg905yadzv04dp0mcr5t0kfgppzn,"8,333",0,10
cosmos1fupcn6sdtf6va5j4t28hzh6zhgdxus8nt46g4a,"8,333",0,10
cosmos1r3p77d2a6k2frx3qc7kvw392tw0nvphxdkal7y,"8,333",0,10
cosmos199awmwwhgqx9lsl5ps98e7qf6m5hhjlxg3f9lp,"8,333",0,10
cosmos1x0xfau859n06qh7laj82th7e5mwd8rdhlfyvly,"8,333",0,10
cosmos162qax2hwr3la5q8xwf6jhqm3r3n6qjdqznecwn,"8,333",0,10
cosmos1n5mdavsaatn7vccxfj4w2kdjh6z9t4akddh9zk,"8,333",0,10
cosmos1zu4mm0lzhm7az4fwc6d28pkt2vvpte5yhhcrra,"8,333",0,10
cosmos1y9dhvc0v8ax9sja823f4kar6pdu5zv3ua6aklk,"8,333",0,10
cosmos1qee0ahsawumds859yfrqmple9w8yjllj949wtu,"8,333",0,10
cosmos18x4y2nznju4l7lcmcnrfqa53wpyzrarjnxkrlt,"8,333",0,10
cosmos1v3zwkkskgq2mef9mvkjlztl5swyvmlsv3vt3ky,"8,333",0,10
cosmos1yshg3vwspg8hhz9uzqepxz4enqrjy2m4zjej7h,"8,333",0,10
cosmos16dkl96h34sw4hgkutrnaqq62ysph3dwt8gz4ac,"8,333",0,10
cosmos1d4xt9ruqwr84uyv46dkw4ckq3dj92erswddf47,"8,333",0,10
cosmos10pu7dkflth2v2flql7spmqt0ewcevk40ln8w8u,"8,333",0,10
cosmos18l95fs67czjuye2vzs4jh7pkccl2ehq9t6hv40,"8,333",0,10
cosmos1p7fwunku5us4aqy92qm037zv56xz8hdcrqnn46,"8,333",0,10
cosmos1dmekkhy7hqfp2g70c9s7ckz3z5h3z9l0jj0x3j,"8,333",0,10
cosmos1a2800nf003e034ftn7fft3lfrs2fs48kypewh3,"8,333",0,10
cosmos1c8j3rakr8pgeyqvt5g204rxjemqs0pqdqp0muf,"8,333",0,10
cosmos1rstu348zc6taj97sq38hql8nkp6j5r6qzueska,"8,333",0,10
cosmos1wdpuqlw8e30z0ex7ua05ln94y6wfec2hjujqua,"6,950",0,10
cosmos1u0ns7xwz57360el8tlvlruyd75targnavxxg9w,"8,333",0,10
cosmos1m8nenevknrr6yv2uxdj2ql50g6la6k7dv9flaj,"8,333",0,10
cosmos104kdsnqzprh8rk9qeua6w5v6ef5m4frphm7q7p,"8,333",0,10
cosmos1f506p2ygk5fy3cla66x7jz745eequhyjn3puvp,"8,333",0,10
cosmos1vdn8ccmqj8f4ka9kaqhx884l25ry27xrjcd8ry,"8,333",0,10
cosmos1pk2mm4wzw6dt5jr4e2etu8sq30sz23wex9n7w0,"8,333",0,10
cosmos1dw0868ak746vcwvft2tvtkl0nszyengq080w7f,"8,333",0,10
cosmos1r2gsdm9zuj9a2j00mna57k9yuj3y03yplslh9f,"8,333",0,10
cosmos1lj3dcx7raewd4ksz8jdl95973ftx5thsh25eef,"8,333",0,10
cosmos1246e8p8j6qgncr5v6n3kmja4ew2tmef22qv8a9,"8,333",0,10
cosmos1q6t8q0cr4hne74mc0dqjjjk9k5twk07044tx5c,"8,333",0,10
cosmos10nav3dpl46uchdkwcpwkwflvyjnvfnt3uekzjp,"8,333",0,10
cosmos1qred6anwn83j2ah6gr8ugnc5ajgdur6walncl9,"8,333",0,10
cosmos1h5mpm56lg04f7yheu70kxkqsc0vwlfqx55w3nt,"8,333",0,10
cosmos13dcnjw68werss2fc08tze2cvzgdumnjsvdctp3,"8,333",0,10
cosmos1gtuxyky4gnnqfpctkqlnn0jv503d7f49m3jejr,"8,333",0,10
cosmos1wl54kwfx50ezf0cdly6535u8qfl6hlpnuyy523,"8,333",0,10
cosmos1txk6hqnn2ugdexx3yzhkckh32zq2mz2379n5a5,"8,333",0,10
cosmos167z78e8q9e6s99k8rjzadlu6k9dn0e5neuuvqx,"8,333",0,10
cosmos1zquahj2a4g3mwmgwnwa65627t26nruyrxfjnd6,"8,333",0,10
cosmos16xcx4nsgazvgjcmvdt4prwda2ltdfdtncecjwk,"8,333",0,10
cosmos1uh3e36rtz0yu4xyptmhspt8cmqwauxrshd8rx0,"8,333",0,10
cosmos1p5ll94pck9jrs5r2hgkg0tev2dtuvgavfcf47n,"8,333",0,10
cosmos1h6m9ugenwmldfc42rg243r6nzqd99zeqjkq4c5,"8,333",0,10
cosmos14kp4vz7zg4ktdc4aj4px07per3q54ep38r9j7g,"8,333",0,10
cosmos1ae8am5f03c4zdmphk83py7v8kwj22tlvc2n32t,"8,333",0,10
cosmos1ml2rem556j5wpjpaedd2n64jm40dqwx5tagu0a,"8,333",0,10
cosmos1z57pv93thuj0jx4aeke6xkj67z7j74fvrfjjvu,"8,333",0,10
cosmos15r3t40quklkdd8zh7gvy0f3n62lwzlxeak2xc4,"8,333",0,10
cosmos1k7g8d28emqu08qayz7mv2jggru6rw40rmgtj9t,"8,333",0,10
cosmos1cq2yrzuywmh95ylhcqqlt0gn3yyq28txrsz7qc,"8,333",0,10
cosmos1g7aleqymqqhp37m4r8grd36tjxx5dta7p5j4un,"8,333",0,10
cosmos1w5deffssa3xdsuzmkcw8se3nwvxjwnsa3e6ksk,"8,333",0,10
cosmos1y5ffyx67dzgmyjh4cwvhp2hzpu02eeechrvfqr,"8,333",0,10
cosmos1l3fjerk8yjjct56nyy9q6ws9tz6u7mft4hlyjy,"8,333",0,10
cosmos1ugf222cj4mnwy3hprms77g0g5vapp8y7vp8dpm,"8,333",0,10
cosmos1x5q4s8kvwmfnwa3m0nfphynydypjkgwsaj8lhe,"8,333",0,10
cosmos1g7ev2m7t58dzxhc02lvuvsqjledw8ezvp93dnd,"8,333",0,10
cosmos1f2s0pgv48gr36y463w2z0p3x777r66v4ctkfsj,"8,333",0,10
cosmos107v5n6ppp7lr6j6gfcw68687dm5ch9wra93fyq,"5,000",0,10
cosmos19p4dwwramwar8myjr2qg385fxuyttnm4gllmgg,"8,333",0,10
cosmos1cj5sefykklfhux27vha952d035lj2zjy9hxyum,"8,333",0,10
cosmos14wdn32t39a8t9jn9ws0cm3u4nhklrxf6233s5e,"8,333",0,10
cosmos12rpw7d2kalfqwsf392le08fhkgx55wppxavch2,"8,333",0,10
cosmos1jvl2yq3asectlr0p98ul2ky0xzzkhupw6n9vy5,"8,333",0,10
cosmos1e6xdy87j9pwvs38n7c22mqakmxyaf4zn3wkdtz,"8,333",0,10
cosmos13kf5pugduqqpegfx2hjx5err2rv2kxgv0k5ks7,"8,333",0,10
cosmos15apw3e6uq36t709377n4z92f9usvww8pxvett9,"8,333",0,10
cosmos1aefwtmdjtnchmwdwuqzgu5veyamm7gkjfahv53,"8,333",0,10
cosmos1xq4znd2mzvpd8z9erhxt8wxtg948tdmfgzntmu,"8,333",0,10
cosmos1udsl2z7meezedup5hu0pkrxsg5up3fprfhas85,"8,333",0,10
cosmos1cuy0z9mwc4n9av7r5x8vc4suqml0870fhtzrm2,"8,333",0,10
cosmos1stlq9j9ltlnrnzkz8rpcczfjmf78tpc06v72ef,"8,333",0,10
cosmos1u0vayfygw9g3wxkgxerkmm2vcspyx44fmj8dy9,"8,333",0,10
cosmos1cq0g22mwh0rq8kdqhyrfyfs3flnrvg8vzlrues,"8,333",0,10
cosmos1vttce8pp3qddau607xq62eqgywaj7anzza3f4s,"8,333",0,10
cosmos1ys6revf42wr9lakvr8v0w5ut7kxd8tffymgdt4,"8,333",0,10
cosmos18fxkyanf8xdha39v3ulxf0yuy6emg3hwusrkqq,"8,333",0,10
cosmos1lap58mwd6l9fm4wxzs7jr29cgn6dqeakns8hxn,"8,333",0,10
cosmos1r8afr3lzhkg2rd9zxgsyeu3xfvpptsjl33j5r7,"5,000",0,10
cosmos1gz7ml55mjm86n6y0uamy8acs5ekgw40p605z3q,"8,333",0,10
cosmos1xqxcdr3fwyk9nxkvczul4ywm6n8c0574zg8uv4,"8,317",0,10
cosmos1ptkjrkv3w8u8h33mw2jvp7x5tl3726wg028tyq,"8,333",0,10
cosmos1xjhygl7t46gtm04u2r37zsmgdktf0vuz43jkv0,"8,333",0,10
cosmos1cgurtnvpvyfjk35kqulm5r5sxqhwwu2ahknt8f,"8,333",0,10
cosmos17juudw46aeq30p620hg0mu8lncq3hwu5sgeevr,"8,333",0,10
cosmos1j88zys0tj6vrswkemaetmuy5eeyawpdql8ph9n,"8,333",0,10
cosmos1s5twj49f6nw8p35893878ezz2gy0wherdfsmu7,"8,333",0,10
cosmos1cyrhlv0e2hss5lftjpzuaw9hfhkf3sj2tc7clw,"8,333",0,10
cosmos18vt8q8h5dm2d4c9mkmuvfec0tjhd5zm3lq3meu,"8,333",0,10
cosmos1hr6kandlmlgkhfkzln6mfx7r5sgkdngalmtjzc,"8,333",0,10
cosmos1u6q5uvsgx9wttxh5j0v9yhxnxmvc60hdsu50nf,"8,333",0,10
cosmos1d2r3l7yffxa7twhqncya9dd7vhk9z5fwfzdnmm,"8,333",0,10
cosmos16l73pgqskaq7nazq9ur99kd886xysfuqts959l,"8,333",0,10
cosmos18aeg8n7ant2lankyqtgzwmvq5qqhha6xsu7vgx,"8,333",0,10
cosmos15fwdn472jqqa76x582q0hpv5jqnljzf6gmhvhj,"8,333",0,10
cosmos1fx75v8twnf57mmqu8ka3jwgsh7pnlkynk383xe,"8,333",0,10
cosmos1macu6gwrdq36x92mwxad7ca95kauxf54ctdlmz,"8,333",0,10
cosmos1h2tu7l8m9ewdy0uf3etn0eukrpjzpx43639cje,"8,333",0,10
cosmos1m35nvxr7ltgzzt0h9x296mf5rhsm2zgywja3pl,"8,333",0,10
cosmos1sh6r6swcg83qh3u99y2ljcp4kz8m3l8zl2gtc4,"8,333",0,10
cosmos15tjnzxrawg6mc8gzyvswwg4p3h0tu8swnzypl8,"8,333",0,10
cosmos1h7xah4zxejgqkyv2hmkae7m3j8rle25dvtj0ar,"8,333",0,10
cosmos1snlhf6mz80ngfsf5fx6rgthf96zktx8c4t7lx5,"8,333",0,10
cosmos1acrxjtmwcstfxeej9c2xswk8kkgqcych2cc97j,"8,333",0,10
cosmos1w4h5k9rdt56yum89dsz9yra9yr6jpfnw68sy7k,"8,333",0,10
cosmos1v2975qhuge0v6a6uk5mecszm8q4fduwgdte5qw,"8,333",0,10
cosmos1cwh0qeje2e5gnwqu9zlm028mr02gryqrxf3038,"8,333",0,10
cosmos1tz7glc5d23x2ernyeken84uwt07xedwaawn4fh,"8,333",0,10
cosmos17n30r9eekdtkxf4m3rdhsyjr6jmtrlwjwpv3jq,"8,333",0,10
cosmos1fh7qkdxz2hlv2s55rfs5aj784a5qtdu3m092sc,"8,333",0,10
cosmos16ryarnjmd5nr8p6e35f9x3se8cqj3yc4ytzvut,"8,244",0,10
cosmos1jyw7uc775rswrpgvwx88l6un9ysejdjp28de6g,"8,333",0,10
cosmos16z3audxftaq7kvztg53n36ccg3gt2cg26vat0a,"8,333",0,10
cosmos16984l2x5ypr4swzr5s5klawkgdg06z7r5wzx0m,"8,333",0,10
cosmos1amndk7p0n73kmkflm6j3vq7r5v5hfw74zg34pv,"8,333",0,10
cosmos17jhtn0az4fm73wg7g6nmfky9pw55du0s2snnsk,"8,333",0,10
cosmos1yrmz5pwaj7zq3anmqjp6z5hgxzljgap7zgxkdk,"8,333",0,10
cosmos1qd0snmx3rhg9vev6pdm52z8qpl9x2z4tryvn6a,"8,246",0,10
cosmos17ka674vgkqqw8gcvzxss6zny5g55xt0leze4n9,"8,333",0,10
cosmos1fngu9ylr8edu9sty56vy2cgsdejpl07al8wx9f,"8,333",0,10
cosmos1np6ekenevn0ssh8lwnvp8s4r7tdxft3jt6exnv,"8,333",0,10
cosmos1a78sxcavrhut0m68lgd00dnjxsn7v8fk4kz9z6,"8,333",0,10
cosmos1vz4acz66sc3pu6ksnwe7n7zh97yzyeustaat70,"8,333",0,10
cosmos12u4y69505ydux04w5f5lc32dvc0jt772az4hrl,"8,333",0,10
cosmos1quysfwfezzzzmztlp3wy077ust782uvunqkldd,"8,333",0,10
cosmos1pk7q4lmldq5trnrln42w3emehkyjmsc48jxf95,"8,333",0,10
cosmos1jfms75r0hdurx3lfxe3wcznlq4h2xq2lu63lv0,"8,292",0,10
cosmos1qvut20k3sq54cyqy939zpsh2v7xtfgfuazac9e,"8,333",0,10
cosmos1pyagzqw59pje0p9kww8ev04t2frg0kw0sfx32s,"8,333",0,10
cosmos1jhehvn507v09k8gaslsz2vrrr30gg948tm3ajt,"8,333",0,10
cosmos1d7u3njpvmtc5rj37sk5pfacst09fcsux2vv38e,"8,333",0,10
cosmos18xlfgq50pr4pgjenmuqg5cgyvnsccfftuy2z8z,"8,333",0,10
cosmos1adsftg3kzphyzyk8lkw6dyu4752zj32pu4uafu,"8,333",0,10
cosmos14ytxxngfwvl4u8x2h58es9yjfmhhkg7vaqvsvh,"8,333",0,10
cosmos1eptrnz7t8u2xpkd50vmvynv58cwfc9ud236d3v,"8,333",0,10
cosmos185tf7t87etvqx0ghnxup294gd2u8xq9c2ajxmr,"8,333",0,10
cosmos14904jpek936r5a3279p98vhcmvmu0ykvu9e7pd,"8,333",0,10
cosmos16hpgpnm5d2ltfu6l4gfd9xpln8dn5t86w9y92y,"8,333",0,10
cosmos19xrfet83mqetaczf94fmkxu0gpz5gsp330592x,"8,333",0,10
cosmos1hfxq3kvq8r33zcr0v8unqd0ld30er2uhdqyr4h,"8,333",0,10
cosmos1zve489nzz546cjwfz7fxt8l7es0r8gupc3tm88,"8,333",0,10
cosmos1txcvrx4qevfh9680x3lw2rx7w3jkksu6h7aykk,"8,333",0,10
cosmos1pyy5s7dqy05azcg4gzn2vfp4a0tqxye6l5veex,"8,333",0,10
cosmos10qrl4x2w6azdf5guh49cysadxwsnladxh3quz9,"8,333",0,10
cosmos1cjga9xqux8jw6plmpequjcklycx6yjpsgk70tn,"8,333",0,10
cosmos1vqtee66dm3hdphuwexu02lk7gvvkegme722vls,"8,333",0,10
cosmos1s9c00ucgrmqpfmfl5je4kv84vxukpt4cmud3q8,"8,246",0,10
cosmos14t7zjv2p5luvc6tyvs5zh2p7zpc5a2xq6znvuq,"8,333",0,10
cosmos15hzr24stn3hxfx7rc3upzudp73kx3uqqyxx532,"8,333",0,10
cosmos1udap3ghu6xykm03jet4t800k5es88j6ktnh0fg,"8,333",0,10
cosmos1m3e3tsgpdasef98akz07xgme8yqqdc3njxfcys,"8,333",0,10
cosmos1mde9rs36m9mjm6q99uyn4trs7hwrhqu48r4s8z,"8,333",0,10
cosmos1pxmj40zdsx8sap78xj6d8q68y90hq6hz67acdq,"8,333",0,10
cosmos1pc8rkn5v8rhrtycc8cppkrnk84vwmvgzezuyn0,"8,333",0,10
cosmos15egl4hgtl4ug6rxrvlwxx6k0c48k5k0tsglups,"8,333",0,10
cosmos1cz0j2let75v4v4weflty29fnj6ydsuhvukh2du,"1,667",0,10
cosmos19tvhd2jjp666guhp75j7xwymhnph0kd6we80rz,"8,333",0,10
cosmos1qmkd63jq28m7yy06s5xvlvyynqgfj2q2979kyz,"8,333",0,10
cosmos1vl00g3alrct4u06rafs3vq9ehf4knpv723whgg,"8,333",0,10
cosmos1r47j6zqk3xhkm2gqu7tuq9rx9323098m2qn92m,"8,333",0,10
cosmos12s9adx6cxsk6gsq90qumkf6gwv65z44ydmt0r3,"8,333",0,10
cosmos1kjsd88ygxug7lh4azx0caejw6kf9e0qgcnl54u,"8,333",0,10
cosmos1yyzwnds4hw8dvq0txd0xhlkq6ts2nj9hpks6wp,"8,333",0,10
cosmos17lyuyxrarruhx0dkka25dsds58jg3dw360njpl,"8,333",0,10
cosmos1t7c8fu6qgff8j5avtm3l8ff2xn3uzju6axc7ek,"8,333",0,10
cosmos1gk32vk48u3ytsk9fvajl730yq0q7su9kftmd65,"8,333",0,10
cosmos1sjwszpr3nk9qvd8fqsgjq4mshjjkxzhtxylqrn,"8,333",0,10
cosmos1em7k59nxme8l0vk2hu40k6k7dn6c6w9a3qgkxr,"8,333",0,10
cosmos1dt6ajpke05uk5e87d23433zuza0x4hex3q5te0,"8,333",0,10
cosmos1g446hywtad0qa5e52x9vzrl70gycj67xlurzkv,"8,333",0,10
cosmos1w24yee5ryatyfkfn8hfxtkf29zvz6knheynsgp,"8,333",0,10
cosmos1sucndsjugn45ka59x8t28nm295uz3ydn8k5znh,"8,333",0,10
cosmos1cnqkavvzmpsslzpscc0ktsq06ws44m3guljdag,"8,333",0,10
